gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,54.68,3014.58,No
Female,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,68.93,3806.88,No
Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.32,1851.08,No
Female,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,81.87,5024.22,No
Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.55,3131.77,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.27,40.34,No
Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.46,1258.32,No
Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.44,2068.45,No
Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.1,3240.77,Yes
Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,93.78,2595.9,No
Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.54,3447.34,No
Female,0,No,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.69,2424.68,No
Female,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.27,629.55,No
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.01,2372.1,No
Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,74.79,1676.43,No
Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.83,2825.83,Yes
Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.73,2533.38,No
Female,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.89,1555.27,No
Female,1,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,45.27,5.74,No
Female,0,Yes,No,24,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.48,1927.12,No
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),79.83,1002.32,No
Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.33,1343.59,No
Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,78.82,435.68,No
Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,119.02,5070.14,Yes
Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.86,1652.8,Yes
Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.77,751.98,No
Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.57,2307.47,No
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.81,532.24,No
Female,0,No,Yes,0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.65,6.13,Yes
Male,1,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.27,720.96,Yes
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,98.87,1090.79,Yes
Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.51,7059.72,No
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,77.77,1749.96,Yes
Female,0,No,No,31,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,99.28,3085.81,No
Male,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.85,1333.53,No
Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,54.31,1681.64,No
Female,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.59,612.24,Yes
Female,0,Yes,No,68,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.64,3736.36,No
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),53.6,667.71,No
Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.87,873.61,No
Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),97.24,5975.26,No
Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),112.42,3452.47,No
Male,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.56,3842.72,No
Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,50.47,241.19,No
Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.82,1105.43,No
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.23,2385.62,No
Female,1,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.52,2044.15,No
Male,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),71.23,2154.34,No
Male,0,No,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.43,252.13,Yes
Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,113.57,4043.24,Yes
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.31,1816.28,No
Male,0,Yes,Yes,62,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.29,4133.74,No
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.96,3384.73,Yes
Female,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),98.09,5866.8,No
Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,103.4,6841.76,No
Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),119.51,7240.62,No
Male,1,No,No,54,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.3,3760.04,No
Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,57.57,2415.13,No
Male,1,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.2,2782.48,No
Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.25,344.18,Yes
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.71,321.99,No
Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,62.87,1710.2,No
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.15,1512.53,No
Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.35,0.0,No
Female,0,No,No,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.7,6347.38,Yes
Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.07,5040.46,No
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.35,349.85,Yes
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.74,509.47,Yes
Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.41,4566.23,No
Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),119.32,1684.73,No
Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,46.17,639.61,No
Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.65,1073.24,No
Female,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),101.99,5168.37,No
Female,0,No,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.28,734.33,No
Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),97.05,1259.04,Yes
Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),92.96,2667.49,No
Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.59,3568.34,No
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.46,4402.03,No
Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.59,1402.15,No
Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),47.17,838.27,No
Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.66,1907.18,No
Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.73,1895.88,No
Female,0,No,No,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.48,2754.79,No
Male,0,No,Yes,17,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.56,1421.57,No
Male,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,69.95,3129.79,No
Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.69,6822.3,No
Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.24,2598.98,No
Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),73.65,3915.53,No
Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.38,317.58,No
Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.54,3238.46,No
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,104.33,5366.5,No
Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.62,4302.95,Yes
Female,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.71,558.76,No
Female,0,No,Yes,40,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.67,2704.2,No
Male,1,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.6,2669.33,No
Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,80.89,3682.9,No
Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.14,685.16,Yes
Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.49,145.8,No
Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.81,2478.47,No
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),107.91,5616.45,No
Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),96.89,2753.85,No
Female,1,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,52.97,2698.45,No
Male,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),106.52,7492.94,No
Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,119.81,7621.53,No
Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),88.08,4101.61,No
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.01,1937.36,No
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.55,721.66,Yes
Female,1,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.76,344.72,Yes
Male,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.06,3688.82,No
Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.51,4585.65,No
Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,67.29,943.54,No
Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.46,1463.53,No
Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.18,378.2,No
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,47.12,299.71,No
Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.72,769.69,No
Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.99,2254.92,Yes
Male,0,No,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.33,4441.57,No
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),50.29,3137.34,No
Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.38,5722.78,No
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),94.32,683.67,Yes
Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.42,2742.56,No
Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.86,2453.99,Yes
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.91,856.24,No
Male,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.85,1790.7,No
Male,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.58,215.56,No
Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,82.63,2760.19,Yes
Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.0,7047.07,No
Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.84,1467.91,No
Male,0,No,Yes,21,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,46.56,994.76,No
Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.28,352.48,Yes
Female,0,No,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,84.36,3493.22,No
Male,1,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,47.55,526.53,No
Male,0,No,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),74.45,5323.47,No
Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,99.17,2239.77,No
Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,82.2,1053.2,No
Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,73.69,1236.49,No
Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.01,1034.1,No
Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.77,2555.95,No
Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,76.12,4823.22,No
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,96.28,5097.23,Yes
Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.65,4385.95,Yes
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),92.72,1783.42,Yes
Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.97,3124.75,No
Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,85.62,6170.51,No
Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.43,3294.31,Yes
Male,0,Yes,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.09,2933.96,No
Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,115.52,2580.44,No
Female,0,Yes,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,82.49,2675.56,No
Male,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,84.69,4937.84,No
Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.41,2550.82,Yes
Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.33,2084.07,No
Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,91.93,5747.01,No
Female,0,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),72.69,4925.24,No
Female,0,No,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.1,1256.87,No
Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.14,4007.74,No
Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.93,837.47,No
Female,1,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),72.33,2619.17,Yes
Female,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.11,2803.04,No
Male,0,Yes,Yes,23,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,118.96,2748.56,No
Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.22,822.9,No
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.23,1624.65,No
Female,0,No,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.33,4506.18,No
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),107.77,7710.54,No
Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.18,317.62,No
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,81.12,5760.06,No
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,88.68,201.05,No
Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,47.99,1834.38,No
Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.57,794.97,No
Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106.35,7362.88,No
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.85,4405.93,No
Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.03,1294.55,No
Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.43,4062.43,No
Female,0,Yes,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.28,4729.95,No
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.08,1205.35,Yes
Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,103.69,4800.18,No
Male,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,102.49,2126.0,No
Male,1,Yes,Yes,52,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,97.49,5068.62,No
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.69,999.3,No
Male,0,No,No,52,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.14,2683.58,No
Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.04,1378.55,No
Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.85,2233.0,No
Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,51.91,278.47,No
Female,1,No,Yes,62,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,46.31,2909.76,No
Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,85.48,1044.33,Yes
Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,97.42,2694.93,No
Male,0,Yes,No,37,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,64.61,2374.61,No
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),113.27,6871.63,Yes
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,103.11,4685.25,No
Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.46,474.46,No
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.21,908.16,No
Female,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.33,274.82,No
Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,3782.32,No
Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.89,1850.74,No
Male,0,No,Yes,51,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,59.46,3064.3,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,88.6,4813.15,Yes
